published_date,month_day,date_source,last_changed_date,title,author,path
2026-05-15,5月15日,filename,2026-05-15,同一段行情10个人数出10种浪——波浪理论到底有没有价值？,桥博士,articles/published/wechat_blvs_d_同一段行情10个人数出10种浪波浪理论到底有没有价值_20260515.md
2026-05-15,5月15日,filename,2026-05-15,仓位从1分到10分的分仓系统：宽论分仓明势定损实操指南,桥博士,articles/published/wechat_fczl_d_仓位从1分到10分的分仓系统宽论分仓明势定损实操指南_20260515.md
2026-05-15,5月15日,filename,2026-05-15,从海龟到量化散户：一套能在A股用的趋势跟随体系长什么样,桥博士,articles/published/wechat_guilvs_d_从海龟到量化散户一套能在A股用的趋势跟随体系_20260515.md
2026-05-15,5月15日,filename,2026-05-15,从主观看图到信号触发宽论麦语言实战的正确入门路径,桥博士,articles/published/wechat_mcode2_d_从主观看图到信号触发宽论麦语言实战的正确入门路径_20260515.md
2026-05-15,5月15日,filename,2026-05-15,从“感觉交易”到“系统交易”：721自律模型如何改变操盘习惯,桥博士,articles/published/wechat_721_d_从感觉交易到系统交易721自律模型如何改变操盘习惯_20260515.md
2026-05-15,5月15日,filename,2026-05-15,为什么越盯盘越亏钱？宽论721自律模型揭示散户时间陷阱,桥博士,articles/published/wechat_721_a_为什么越盯盘越亏钱宽论721自律模型揭示散户时间陷阱_20260515.md
2026-05-15,5月15日,filename,2026-05-15,为什么聪明的散户也总在错误时间重仓？分仓逻辑是核心,桥博士,articles/published/wechat_fczl_a_为什么聪明的散户也总在错误时间重仓分仓逻辑是核心_20260515.md
2026-05-15,5月15日,filename,2026-05-15,为什么Python量化课程让散户越学越迷失,桥博士,articles/published/wechat_mcode2_c_为什么Python量化课程让散户越学越迷失_20260515.md
2026-05-15,5月15日,filename,2026-05-15,7分精力看大势2分看中势1分看小势——721模型重建交易节奏,桥博士,articles/published/wechat_721_b_7分精力看大势2分看中势1分看小势721模型重建交易节奏_20260515.md
2026-05-14,5月14日,filename,2026-05-14,锤头线胜率只有52%，加上MACD条件能到73%——K线不是看图，是验概率,桥博士,articles/published/wechat_kxian_b_锤头线胜率只有52%加MACD条件能到73%K线要验概率不是看图_20260514.md
2026-05-14,5月14日,filename,2026-05-14,金叉不一定涨死叉不一定跌，弹论告诉你均线真正该怎么看,桥博士,articles/published/wechat_dan_a_金叉不一定涨弹论告诉你均线真正该怎么看_20260514.md
2026-05-14,5月14日,filename,2026-05-14,量化交易不是程序员的专利——宽论让散户零编程实现量化,桥博士,articles/published/wechat_mcode_a_量化交易不是程序员的专利宽论让散户零编程实现量化_20260514.md
2026-05-14,5月14日,filename,2026-05-14,通达信麦语言量化入门：复制粘贴，三步给股票加量化信号,桥博士,articles/published/wechat_mcode_b_通达信麦语言量化入门复制粘贴三步给股票加量化信号_20260514.md
2026-05-14,5月14日,filename,2026-05-14,轻仓顺势止损人人会说，分仓明势定损才是实战版本,桥博士,articles/published/wechat_sixword_a_轻仓顺势止损人人会说分仓明势定损才是实战版本_20260514.md
2026-05-14,5月14日,filename,2026-05-14,赌场是怎么稳定盈利的？散户交易的概率思维重构,桥博士,articles/published/wechat_prob_b_赌场是怎么稳定盈利的散户交易的概率思维重构_20260514.md
2026-05-14,5月14日,filename,2026-05-14,艾略特波浪有21种调整浪形态，宽论只需要3个口诀,桥博士,articles/published/wechat_bolang_c_艾略特波浪有21种调整浪形态宽论只需要3个口诀_20260514.md
2026-05-14,5月14日,filename,2026-05-14,缠论笔段千人千浪，宽论用C/D/V/A四个字母彻底解决了,桥博士,articles/published/wechat_chanlun_b_缠论笔段千人千浪宽论CDVA彻底解决_20260514.md
2026-05-14,5月14日,filename,2026-05-14,缠论是起点，宽论是终点——我做了30年交易才明白的升级路径,桥博士,articles/published/wechat_chanlun_c_缠论是起点宽论是终点30年交易升级路径_20260514.md
2026-05-14,5月14日,filename,2026-05-14,缠论学了多年还在亏损？宽论用CDVA帮你找到真正买卖点,桥博士,articles/published/wechat_chanlun_a_缠论学多年还亏损宽论CDVA帮你找买卖点_20260514.md
2026-05-14,5月14日,filename,2026-05-14,真正的仓位管理不是「少买点」，而是100个组合各占1%,桥博士,articles/published/wechat_sixword_b_仓位管理不是少买点而是100个组合各占1%_20260514.md
2026-05-14,5月14日,filename,2026-05-14,炒股为什么不能靠感觉？8000笔交易数据告诉你真相,桥博士,articles/published/wechat_prob_a_炒股为什么不能靠感觉8000笔交易数据告诉你真相_20260514.md
2026-05-14,5月14日,filename,2026-05-14,海龟法则和宽论有什么共同点？都在帮你站在概率那边,桥博士,articles/published/wechat_turtle_b_海龟法则和宽论有何共同点都在帮你站在概率那边_20260514.md
2026-05-14,5月14日,filename,2026-05-14,波浪理论学了3年，行情来了还是不敢下手——主观性是致命缺陷,桥博士,articles/published/wechat_bolang_a_波浪理论学了3年行情来了还是不敢下手_20260514.md
2026-05-14,5月14日,filename,2026-05-14,止损的道理你懂，但临盘就是做不到——721自律模型解决行为问题,桥博士,articles/published/wechat_721_a_止损道理懂临盘做不到721自律模型解决行为问题_20260514.md
2026-05-14,5月14日,filename,2026-05-14,止损止到元气大伤？定损不等于止损，桥博士用这套逻辑保住本金,桥博士,articles/published/wechat_sixword_c_止损元气大伤定损不等于止损桥博士逻辑保住本金_20260514.md
2026-05-14,5月14日,filename,2026-05-14,散户看K线容易出现的3大误区，以及宽论如何用量化方法一一破解,桥博士,articles/published/wechat_kxian_d_散户看K线的3大误区以及宽论如何用量化方法破解_20260514.md
2026-05-14,5月14日,filename,2026-05-14,散户最常犯的错：追了短鱼当带鱼，亏了还不知道原因,桥博士,articles/published/wechat_daiyu_c_散户最常犯的错追了短鱼当带鱼亏了还不知道原因_20260514.md
2026-05-14,5月14日,filename,2026-05-14,把交易规则贴屏幕边，把改单入口藏二级菜单——这是科学不是玄学,桥博士,articles/published/wechat_721_c_交易规则贴屏幕改单藏菜单是科学不是玄学_20260514.md
2026-05-14,5月14日,filename,2026-05-14,我做了20年交易才搞清楚，趋势和震荡之间就差一个弹论,桥博士,articles/published/wechat_dan_d_做20年交易才搞清楚趋势震荡差一个弹论_20260514.md
2026-05-14,5月14日,filename,2026-05-14,弹簧上中下三区间，一句话让你判断今天该做多还是空仓,桥博士,articles/published/wechat_dan_b_弹簧三区间判断今天做多还是空仓_20260514.md
2026-05-14,5月14日,filename,2026-05-14,带鱼还是短鱼？从金叉到死叉，这个判断让胜率提升20%,桥博士,articles/published/wechat_daiyu_d_带鱼还是短鱼从金叉到死叉这个判断让胜率提升20%_20260514.md
2026-05-14,5月14日,filename,2026-05-14,宽论带鱼系统：一个MACD指标，告诉你这波行情能不能吃,桥博士,articles/published/wechat_daiyu_b_宽论带鱼系统一个MACD指标告诉你行情能不能吃_20260514.md
2026-05-14,5月14日,filename,2026-05-14,宽论CDVA分型：用数学重新定义K线，消灭主观识别的模糊地带,桥博士,articles/published/wechat_kxian_c_宽论CDVA分型用数学重新定义K线消灭主观识别_20260514.md
2026-05-14,5月14日,filename,2026-05-14,宽论 vs 波浪理论：散户到底该学哪个？数据说话,桥博士,articles/published/wechat_bolang_b_宽论vs波浪理论散户该学哪个数据说话_20260514.md
2026-05-14,5月14日,filename,2026-05-14,别再迷信缠论的复杂了，宽论给你一套能编程回测的交易系统,桥博士,articles/published/wechat_chanlun_d_别迷信缠论复杂宽论能编程回测交易系统_20260514.md
2026-05-14,5月14日,filename,2026-05-14,传统波浪理论千人千浪，宽论CDVA让买卖点精确到可编程执行,桥博士,articles/published/wechat_cdva_b_千人千浪CDVA让买卖点精确可编程执行_20260514.md
2026-05-14,5月14日,filename,2026-05-14,从零搭建一套量化交易系统要多久？宽论海龟训练营给了我答案,桥博士,articles/published/wechat_turtle_c_从零搭建量化交易系统海龟训练营给了我答案_20260514.md
2026-05-14,5月14日,filename,2026-05-14,从策略到信号：宽论如何帮你绕过编程门槛直接量化,桥博士,articles/published/wechat_mcode_d_从策略到信号宽论如何帮你绕过编程门槛直接量化_20260514.md
2026-05-14,5月14日,filename,2026-05-14,"从盈亏比2.76说起：为什么""做概率的朋友""是可量化的系统",桥博士,articles/published/wechat_prob_d_从盈亏比2.76说起为什么做概率的朋友是可量化的系统_20260514.md
2026-05-14,5月14日,filename,2026-05-14,交易纪律靠意志力注定失败，721模型教你用环境设计替代自我控制,桥博士,articles/published/wechat_721_b_交易纪律靠意志力注定失败721用环境设计替代自控_20260514.md
2026-05-14,5月14日,filename,2026-05-14,为什么说均线系统最大的坑是弹簧中部？用弹论过滤80%假信号,桥博士,articles/published/wechat_dan_c_均线最大坑是弹簧中部弹论过滤假信号_20260514.md
2026-05-14,5月14日,filename,2026-05-14,为什么同一行情不同人数出不同的浪？波浪理论的原罪,桥博士,articles/published/wechat_bolang_d_为什么同一行情不同人数出不同的浪波浪理论的原罪_20260514.md
2026-05-14,5月14日,filename,2026-05-14,为什么Python量化课程学了还是亏钱？散户量化的正确打开方式,桥博士,articles/published/wechat_mcode_c_为什么Python量化课程学了还是亏钱散户量化的正确打开方式_20260514.md
2026-05-14,5月14日,filename,2026-05-14,不预测涨跌，只做概率有利的交易——宽论的核心逻辑,桥博士,articles/published/wechat_prob_c_不预测涨跌只做概率有利的交易宽论的核心逻辑_20260514.md
2026-05-14,5月14日,filename,2026-05-14,不用均线不用MACD，CDVA只看2根K线就给出多空信号,桥博士,articles/published/wechat_cdva_a_不用均线MACD只看2根K线CDVA给出多空信号_20260514.md
2026-05-14,5月14日,filename,2026-05-14,MACD金叉买入为什么每次都被套？带鱼法帮你识别真假突破,桥博士,articles/published/wechat_daiyu_a_MACD金叉买入为什么每次都被套_20260514.md
2026-05-14,5月14日,filename,2026-05-14,K线形态真的有用吗？我用10年数据做了回测，结果让人意外,桥博士,articles/published/wechat_kxian_a_K线形态真的有用吗我用10年数据做了回测_20260514.md
2026-05-14,5月14日,filename,2026-05-14,C买D卖V冲A逃：CDVA四字口诀彻底改变了我的交易思路,桥博士,articles/published/wechat_cdva_c_CDVA四字口诀彻底改变交易思路_20260514.md
2026-05-14,5月14日,filename,2026-05-14,1983年那13个普通人靠系统交易赚钱，散户今天依然可以复制这条路,桥博士,articles/published/wechat_turtle_a_1983年13个普通人靠系统交易散户今天可以复制_20260514.md
2026-05-13,5月13日,filename,2026-05-13,量化交易的平权运动：散户凭什么和机构抢饭吃,宽论,articles/published/wechat_quant6_量化交易平权运动散户凭什么和机构抢饭吃_20260513.md
2026-05-13,5月13日,filename,2026-05-13,缠论是地图，宽论是导航——为什么两者必须同时懂,宽论,articles/published/wechat_chanlun3_缠论是地图宽论是导航_20260513.md
2026-05-13,5月13日,filename,2026-05-13,缠论学到极致，还差宽论这一步,宽论,articles/published/wechat_chanlun1_缠论学到极致还差宽论这一步_20260513.md
2026-05-13,5月13日,filename,2026-05-13,缠论大神为什么学了宽论都说相见恨晚,宽论,articles/published/wechat_chanlun5_缠论大神为什么学了宽论都说相见恨晚_20260513.md
2026-05-13,5月13日,filename,2026-05-13,看大顺中逆小：我用这4步重构了多级别交易系统,宽论,articles/published/wechat_multi11_看大顺中逆小我用这4步重构了多级别交易系统_20260513.md
2026-05-13,5月13日,filename,2026-05-13,我做了30年交易才明白：缠论是起点，宽论是终点,宽论,articles/published/wechat_chanlun4_我做了30年交易才明白缠论是起点宽论是终点_20260513.md
2026-05-13,5月13日,filename,2026-05-13,小资金也能用量化？宽论给了散户一把正规军的枪,宽论,articles/published/wechat_quant7_小资金也能用量化宽论给散户一把正规军的枪_20260513.md
2026-05-13,5月13日,filename,2026-05-13,学了5年缠论还在亏钱？宽论打通了你缺的那一环,宽论,articles/published/wechat_chanlun2_学了5年缠论还亏钱宽论打通了你缺的那一环_20260513.md
2026-05-13,5月13日,filename,2026-05-13,大级别是方向，中级别是机会，小级别是入场点,宽论,articles/published/wechat_multi13_大级别是方向中级别是机会小级别是入场点_20260513.md
2026-05-13,5月13日,filename,2026-05-13,多级别协同：稳定盈利的交易系统少不了这一层,宽论,articles/published/wechat_multi15_多级别协同稳定盈利的交易系统少不了这一层_20260513.md
2026-05-13,5月13日,filename,2026-05-13,从缠论主观判断到宽论量化决策：普通人都走得完的路,宽论,articles/published/wechat_quant8_从缠论主观判断到宽论量化决策普通人都走得完的路_20260513.md
2026-05-13,5月13日,filename,2026-05-13,为什么散户自学量化越做越亏？少了这个底层框架,宽论,articles/published/wechat_quant10_为什么散户自学量化越做越亏少了这个底层框架_20260513.md
2026-05-13,5月13日,filename,2026-05-13,为什么你总买在高点？因为你只看了一个级别,宽论,articles/published/wechat_multi12_为什么你总买在高点因为你只看了一个级别_20260513.md
2026-05-13,5月13日,filename,2026-05-13,QR值：让散户秒懂机构选股逻辑的量化工具,宽论,articles/published/wechat_quant9_QR值让散户秒懂机构选股逻辑的量化工具_20260513.md
2026-05-13,5月13日,filename,2026-05-13,KDJ在小级别频繁死叉？用多级别过滤掉90%假信号,宽论,articles/published/wechat_multi14_KDJ在小级别频繁死叉用多级别过滤掉90%假信号_20260513.md
2026-05-11,5月11日,git:first_commit,2026-05-11,韭菜最爱说的5句话，你说过几句？,桥博士,articles/published/韭菜最爱说的5句话.md
2026-05-11,5月11日,git:first_commit,2026-05-11,韭菜为什么总是追涨杀跌？心理学给出了答案,桥博士,articles/published/韭菜为什么总是追涨杀跌.md
2026-05-11,5月11日,git:first_commit,2026-05-11,职业交易者的风控铁律：韭菜永远学不会,桥博士,articles/published/职业交易者的风控铁律.md
2026-05-11,5月11日,git:first_commit,2026-05-11,职业交易者的一天：你以为的自由其实是自律,桥博士,articles/published/职业交易者的一天-你以为的自由其实是自律.md
2026-05-11,5月11日,git:first_commit,2026-05-11,职业交易者如何看待亏损：和韭菜完全相反,桥博士,articles/published/职业交易者如何看待亏损.md
2026-05-11,5月11日,git:first_commit,2026-05-11,职业交易者和韭菜的3个根本区别,桥博士,articles/published/职业交易者和韭菜的3个根本区别.md
2026-05-11,5月11日,git:first_commit,2026-05-11,缠论背驰：散户最该学的抄底信号,宽论,articles/published/缠论背驰-散户最该学的抄底信号.md
2026-05-11,5月11日,git:first_commit,2026-05-11,缠论看盘：级别选错了，一切白搭,宽论,articles/published/缠论看盘-级别选错了一切白搭.md
2026-05-11,5月11日,git:first_commit,2026-05-11,缠论太复杂？这套简化版让你立刻能用,宽论,articles/published/缠论太复杂-这套简化版让你立刻能用.md
2026-05-11,5月11日,git:first_commit,2026-05-11,缠论交易系统怎么搭？从分析框架到实盘执行全拆解,宽论,articles/published/缠论交易系统完整搭建指南.md
2026-05-11,5月11日,git:first_commit,2026-05-11,缠论三买三卖到底怎么用？90%的人第一步就错了,宽论,articles/published/缠论三买三卖到底怎么用.md
2026-05-11,5月11日,git:first_commit,2026-05-11,真正懂缠论的人，都有这种思维方式,宽论,articles/published/真正懂缠论的人都有这种思维方式.md
2026-05-11,5月11日,git:first_commit,2026-05-11,深度解读缠论：笔、段、中枢到底在说什么,宽论,articles/published/深度解读缠论-笔段中枢到底在说什么.md
2026-05-11,5月11日,git:first_commit,2026-05-11,小资金学缠论最容易踩的5个坑,宽论,articles/published/小资金学缠论最容易踩的5个坑.md
2026-05-11,5月11日,git:first_commit,2026-05-11,学缠论亏了50万的人，都犯了同一个错误,宽论,articles/published/学缠论亏了50万的人都犯了同一个错.md
2026-05-11,5月11日,git:first_commit,2026-05-11,学缠论之前，你必须搞清楚这3件事,宽论,articles/published/学缠论之前你必须搞清楚这3件事.md
2026-05-11,5月11日,git:first_commit,2026-05-11,如何判断自己还是不是韭菜,桥博士,articles/published/如何判断自己还是不是韭菜.md
2026-05-11,5月11日,git:first_commit,2026-05-11,你身上有几个韭菜特征？对照这5条自查,桥博士,articles/published/你身上有几个韭菜特征-对照这5条自查.md
2026-05-11,5月11日,git:first_commit,2026-05-11,从韭菜到职业交易者，只需要改掉这一个习惯,桥博士,articles/published/从韭菜到职业交易者只需要改掉这一个习惯.md
2026-05-11,5月11日,git:first_commit,2026-05-11,为什么95%的散户注定是韭菜,桥博士,articles/published/为什么95%的散户注定是韭菜.md
2026-05-09,5月9日,git:first_commit,2026-05-09,能稳定盈利的交易系统，到底有多简单？,宽论,articles/published/能稳定盈利的交易系统有多简单.md
2026-05-09,5月9日,git:first_commit,2026-05-09,能稳定盈利的交易系统大道至简，到底有多简单？,宽论,articles/published/菲阿里模型-趋势跟随的真正门槛.md
2026-05-09,5月9日,git:first_commit,2026-05-09,缠论+量化=弹论：五根均线如何替代缠论中枢,宽论,articles/published/缠论+量化才是散户的正确路.md
2026-05-09,5月9日,git:first_commit,2026-05-09,用着很顺手！KDJ短线神器，但你真的用对了吗？,宽论,articles/published/KDJ短线神器为何失灵-弹论给你真正用法.md
2026-05-09,5月9日,git:first_commit,2026-05-09,海龟交易系统：公开揭露盈利上亿的成功秘诀,宽论,articles/published/海龟交易系统-宽论升级版.md
2026-05-09,5月9日,git:first_commit,2026-05-09,波浪理论为什么越学越亏？弹论才是正确用法,宽论,articles/published/波浪理论为什么越学越亏-弹论才是正确用法.md
2026-05-09,5月9日,git:first_commit,2026-05-09,散户学了3年还是亏钱，问题根本不在技术,宽论,articles/published/散户学了3年还是亏钱-问题根本不在技术.md
2026-05-09,5月9日,git:first_commit,2026-05-09,散户亏钱，不是运气差，是认知欠费,宽论,articles/published/散户亏钱不是运气差-是认知欠费.md
2026-05-09,5月9日,git:first_commit,2026-05-09,我见过亏损最惨的散户，都犯了这3个错误,宽论,articles/published/我见过亏损最惨的散户-都犯了这3个错误.md
2026-05-09,5月9日,git:first_commit,2026-05-09,多周期共振：大中小周期如何协同决策,宽论,articles/published/多周期共振：大中小周期如何协同决策.md
2026-05-09,5月9日,git:first_commit,2026-05-09,在股市活下来的人，都练成了这种本事,宽论,articles/published/在股市活下来的人-都练成了这种本事.md
2026-05-09,5月9日,git:first_commit,2026-05-09,别再瞎改缠论了！原版缠论才是最强交易法则,宽论,articles/published/别再瞎改缠论了-弹论才是正确路.md
2026-05-09,5月9日,git:first_commit,2026-05-09,具备这三种能力，你才能在股市上赚到钱,宽论,articles/published/散户为什么亏钱-缺的是这三种能力.md
2026-05-09,5月9日,git:first_commit,2026-05-09,"你炒股的这5个""正常""习惯，正在让你稳定亏钱",宽论,articles/published/你炒股的这5个习惯正在让你稳定亏钱.md
2026-05-09,5月9日,git:first_commit,2026-05-09,交易，是一门不求人的手艺,宽论,articles/published/交易是一门不求人的手艺.md
2026-05-09,5月9日,git:first_commit,2026-05-09,交易是门手艺：MACD背离，你真的看懂了吗？,宽论,articles/published/MACD背离你真的看懂了吗.md
2026-05-09,5月9日,git:first_commit,2026-05-09,交易小资金账户，一定要认真看这个！,宽论,articles/published/小资金账户的死亡陷阱.md
2026-05-09,5月9日,git:first_commit,2026-05-09,交易做到这5点，说明你快要成功了！,宽论,articles/published/交易做到这5点-说明你快要成功了.md
2026-05-09,5月9日,git:first_commit,2026-05-09,交易99%时间都在等待？4个方法重构日内交易系统,宽论,articles/published/MACD日内交易4个致命错误.md
2026-05-09,5月9日,git:first_commit,2026-05-09,亏了10万，却舍不得花88元买本书？,宽论,articles/published/亏了10万却舍不得花88元买书.md
2026-05-09,5月9日,git:first_commit,2026-05-09,《海龟交易法则》作者破产，投资到底靠什么走远？,宽论,articles/published/海龟法则作者破产-系统交易者的盲区.md
2026-05-08,5月8日,filename,2026-05-09,止损纪律：职业选手和业余选手的分水岭,宽论,articles/published/wechat_mindset_stoploss-discipline-pro-vs-amateur_20260508.md
2026-05-08,5月8日,filename,2026-05-09,仓位管理：职业选手和业余选手的分水岭,宽论,articles/published/wechat_mindset_position-sizing-pro-vs-amateur_20260508.md
2026-05-08,5月8日,filename,2026-05-09,交易计划：职业选手和业余选手的分水岭,宽论,articles/published/wechat_mindset_trading-plan-pro-vs-amateur_20260508.md
2026-05-08,5月8日,filename,2026-05-09,为什么真正赚钱的交易员，一天只做1-2笔交易？,宽论,articles/published/wechat_mindset_why-pro-traders-trade-less_20260508.md
2026-05-08,5月8日,filename,2026-05-09,MACD金叉买入，为什么每次都被套？,宽论,articles/published/wechat_zhibiao_macd-golden-cross-trap_20260508.md
2026-05-08,5月8日,filename,2026-05-09,MACD指标为什么总是不准？,宽论,articles/published/wechat_zhibiao_macd-why-inaccurate_20260508.md
